phone_e164,phone_pretty,scam_category,total_hits,pdf_count,transcript_count,likely_admin,first_source,first_context
+15188035870,+1 (518) 803-5870,CCIRR-Expire,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 5/16/2022 5/12/2022 5188035870 CCIRR-Expire attachments/855188 § 310.4(b)(1)(v) https://portal.tracebacks.org/
+15182150929,+1 (518) 215-0929,CCIRR-Expire,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 5/16/2022 5/13/2022 5182150929 CCIRR-Expire attachments/855181 § 310.4(b)(1)(v) https://portal.tracebacks.org/
+15184031382,+1 (518) 403-1382,CCIRR-Expire,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 5/16/2022 5/13/2022 5184031382 CCIRR-Expire attachments/855180 § 310.4(b)(1)(v) https://portal.tracebacks.org/
+15182141884,+1 (518) 214-1884,CCIRR-Expire,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 5/16/2022 5/13/2022 5182141884 CCIRR-Expire attachments/855177 § 310.4(b)(1)(v) https://portal.tracebacks.org/
+18779251897,+1 (877) 925-1897,Discount-DirecTV50,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,b)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 5/11/2022 5/9/2022 8779251897 Discount-DirecTV50 attachments/841764 § 310.4(b)(1)(v) Page 1 of 9 https://port
+18443871925,+1 (844) 387-1925,Discount-DirecTV50,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,e 1 of 9 https://portal.tracebacks.org/api/public/ 16 C.F.R. 5/10/2022 5/9/2022 8443871925 Discount-DirecTV50 attachments/841748 § 310.4(b)(1)(v) https://portal.traceback
+12393993695,+1 (239) 399-3695,Chinese-PackageDelivery,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,b)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 5/10/2022 5/5/2022 2393993695 Chinese-PackageDelivery attachments/841722 § 310.4(b)(1)(v) https://portal.trac
+15187379049,+1 (518) 737-9049,Legal-Consequences,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,(b)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 5/6/2022 5/5/2022 5187379049 Legal-Consequences attachments/836688 § 310.4(b)(1)(v) https://portal.traceback
+15182141785,+1 (518) 214-1785,Legal-Consequences,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,(b)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 5/6/2022 5/5/2022 5182141785 Legal-Consequences attachments/836680 § 310.4(b)(1)(v) https://portal.traceback
+15184139514,+1 (518) 413-9514,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 4/26/2022 4/25/2022 5184139514 Amazon-AuthorizeOrder attachments/823638 § 310.4(b)(1)(v) https://portal.traceb
+15182150901,+1 (518) 215-0901,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 4/26/2022 4/25/2022 5182150901 Amazon-AuthorizeOrder attachments/823634 § 310.4(b)(1)(v) https://portal.traceb
+15187719461,+1 (518) 771-9461,Amazon-SuspiciousCharge-P1,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 4/20/2022 4/19/2022 5187719461 Amazon-SuspiciousCharge-P1 attachments/817220 § 310.4(b)(1)(v) https://portal.t
+15187909249,+1 (518) 790-9249,Amazon-SuspiciousCharge-P1,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 4/20/2022 4/19/2022 5187909249 Amazon-SuspiciousCharge-P1 attachments/817207 § 310.4(b)(1)(v) https://portal.t
+17868797914,+1 (786) 879-7914,LegalDept-Action-P1,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 4/12/2022 4/11/2022 7868797914 LegalDept-Action-P1 attachments/805662 § 310.4(b)(1)(v) https://portal.tracebac
+15863500457,+1 (586) 350-0457,Amazon-SuspiciousCharge-P1,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,(b)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 4/9/2022 4/6/2022 5863500457 Amazon-SuspiciousCharge-P1 attachments/800135 § 310.4(b)(1)(v) https://portal.t
+15182141490,+1 (518) 214-1490,Amazon-SuspiciousCharge-P1,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,(b)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 4/9/2022 4/6/2022 5182141490 Amazon-SuspiciousCharge-P1 attachments/800134 § 310.4(b)(1)(v) https://portal.t
+15187781538,+1 (518) 778-1538,Amazon-SuspiciousCharge,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,(b)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 4/8/2022 4/5/2022 5187781538 Amazon-SuspiciousCharge attachments/800213 § 310.4(b)(1)(v) https://portal.trac
+14075721403,+1 (407) 572-1403,SSA-Suspended,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,b)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 4/4/2022 3/28/2022 4075721403 SSA-Suspended attachments/787204 § 310.4(b)(1)(v) Page 2 of 9 https://portal.tr
+15184303533,+1 (518) 430-3533,Amazon-SuspiciousCharge-P1,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,2 of 9 https://portal.tracebacks.org/api/public/ 16 C.F.R. 3/30/2022 3/29/2022 5184303533 Amazon-SuspiciousCharge-P1 attachments/788973 § 310.4(b)(1)(v) https://portal.t
+15184303078,+1 (518) 430-3078,SSA-Suspended,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 3/29/2022 3/25/2022 5184303078 SSA-Suspended attachments/787192 § 310.4(b)(1)(v) https://portal.tracebacks.org
+15182141043,+1 (518) 214-1043,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 3/24/2022 3/23/2022 5182141043 Amazon-AuthorizeOrder attachments/779099 § 310.4(b)(1)(v) https://portal.traceb
+15187781752,+1 (518) 778-1752,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 3/24/2022 3/23/2022 5187781752 Amazon-AuthorizeOrder attachments/779094 § 310.4(b)(1)(v) https://portal.traceb
+15188063740,+1 (518) 806-3740,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 3/24/2022 3/23/2022 5188063740 Amazon-AuthorizeOrder attachments/779090 § 310.4(b)(1)(v) https://portal.traceb
+13234317510,+1 (323) 431-7510,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,(b)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 3/8/2022 3/6/2022 3234317510 Amazon-AuthorizeOrder attachments/735436 § 310.4(b)(1)(v) https://portal.traceb
+16082969044,+1 (608) 296-9044,StudentLoan-ForgivenessCenter,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,b)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 2/4/2022 1/27/2022 6082969044 StudentLoan-ForgivenessCenter attachments/660789 § 310.4(b)(1)(v) https://porta
+19014374734,+1 (901) 437-4734,StudentLoan-ForgivenessCenter,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,b)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 2/1/2022 1/27/2022 9014374734 StudentLoan-ForgivenessCenter attachments/660791 § 310.4(b)(1)(v) https://porta
+19123611129,+1 (912) 361-1129,StudentLoan-ForgivenessCenter,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,b)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 2/1/2022 1/27/2022 9123611129 StudentLoan-ForgivenessCenter attachments/660786 § 310.4(b)(1)(v) https://porta
+12027454901,+1 (202) 745-4901,StudentLoan-ForgivenessCenter,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,b)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 2/1/2022 1/25/2022 2027454901 StudentLoan-ForgivenessCenter attachments/660773 § 310.4(b)(1)(v) https://porta
+15125432282,+1 (512) 543-2282,StudentLoan-ForgivenessCenter,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,b)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 2/1/2022 1/27/2022 5125432282 StudentLoan-ForgivenessCenter attachments/660768 § 310.4(b)(1)(v) https://porta
+19254447574,+1 (925) 444-7574,StudentLoan-ForgivenessCenter,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,b)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 2/1/2022 1/25/2022 9254447574 StudentLoan-ForgivenessCenter attachments/660767 § 310.4(b)(1)(v) https://porta
+17752183099,+1 (775) 218-3099,StudentLoan-ForgivenessCenter,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,b)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 2/1/2022 1/25/2022 7752183099 StudentLoan-ForgivenessCenter attachments/660764 § 310.4(b)(1)(v) Page 3 of 9 h
+19013479181,+1 (901) 347-9181,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,3 of 9 https://portal.tracebacks.org/api/public/ 16 C.F.R. 1/27/2022 1/26/2022 9013479181 Amazon-AuthorizeOrder attachments/651840 § 310.4(b)(1)(v) https://portal.traceb
+15413683626,+1 (541) 368-3626,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 1/27/2022 1/25/2022 5413683626 Amazon-AuthorizeOrder attachments/651815 § 310.4(b)(1)(v) https://portal.traceb
+17209289723,+1 (720) 928-9723,StudentLoan-ForgivenessCenter,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 1/19/2022 1/18/2022 7209289723 StudentLoan-ForgivenessCenter attachments/640779 § 310.4(b)(1)(v) https://porta
+12245883796,+1 (224) 588-3796,StudentLoan-ForgivenessCenter,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 1/19/2022 1/17/2022 2245883796 StudentLoan-ForgivenessCenter attachments/640777 § 310.4(b)(1)(v) https://porta
+15415663189,+1 (541) 566-3189,Amazon-SuspiciousCharge-P1,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 1/14/2022 1/13/2022 5415663189 Amazon-SuspiciousCharge-P1 attachments/635443 § 310.4(b)(1)(v) https://portal.t
+19403519589,+1 (940) 351-9589,SSA-Suspended,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,(b)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 1/7/2022 1/4/2022 9403519589 SSA-Suspended attachments/622462 § 310.4(b)(1)(v) https://portal.tracebacks.org
+19105937253,+1 (910) 593-7253,SSA-Suspended,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,(b)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 1/7/2022 1/4/2022 9105937253 SSA-Suspended attachments/622461 § 310.4(b)(1)(v) https://portal.tracebacks.org
+15028765634,+1 (502) 876-5634,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 12/20/2021 12/17/2021 5028765634 Amazon-AuthorizeOrder attachments/608000 § 310.4(b)(1)(v) https://portal.traceb
+12709945542,+1 (270) 994-5542,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 12/20/2021 12/17/2021 2709945542 Amazon-AuthorizeOrder attachments/607999 § 310.4(b)(1)(v) https://portal.traceb
+15028766472,+1 (502) 876-6472,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 12/20/2021 12/17/2021 5028766472 Amazon-AuthorizeOrder attachments/607997 § 310.4(b)(1)(v) https://portal.traceb
+16062844380,+1 (606) 284-4380,Amazon-SuspiciousCharge-P1,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 12/20/2021 12/16/2021 6062844380 Amazon-SuspiciousCharge-P1 attachments/605706 § 310.4(b)(1)(v) https://portal.t
+17706889680,+1 (770) 688-9680,Amazon-SuspiciousCharge-P1,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 12/19/2021 12/16/2021 7706889680 Amazon-SuspiciousCharge-P1 attachments/605719 § 310.4(b)(1)(v) https://portal.t
+16514247907,+1 (651) 424-7907,Amazon-SuspiciousCharge-P1,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 12/17/2021 12/13/2021 6514247907 Amazon-SuspiciousCharge-P1 attachments/605703 § 310.4(b)(1)(v) Page 4 of 9 http
+15858572202,+1 (585) 857-2202,LegalNotice-Identity,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,of 9 https://portal.tracebacks.org/api/public/ 16 C.F.R. 12/16/2021 12/13/2021 5858572202 LegalNotice-Identity attachments/601882 § 310.4(b)(1)(v) https://portal.traceba
+16082535863,+1 (608) 253-5863,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 12/13/2021 12/10/2021 6082535863 Amazon-AuthorizeOrder attachments/594950 § 310.4(b)(1)(v) https://portal.traceb
+19025268718,+1 (902) 526-8718,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 12/13/2021 12/10/2021 9025268718 Amazon-AuthorizeOrder attachments/594943 § 310.4(b)(1)(v) https://portal.traceb
+12283633833,+1 (228) 363-3833,LegalNotice-Identity,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 12/9/2021 12/7/2021 2283633833 LegalNotice-Identity attachments/587269 § 310.4(b)(1)(v) https://portal.traceba
+14252472138,+1 (425) 247-2138,LegalNotice-Identity,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 12/9/2021 12/7/2021 4252472138 LegalNotice-Identity attachments/587268 § 310.4(b)(1)(v) https://portal.traceba
+15152555406,+1 (515) 255-5406,SSA-P1-TexasFraud (GovtImpers),1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 12/2/2021 11/29/2021 5152555406 SSA-P1-TexasFraud (GovtImpers) attachments/576024 § 310.4(b)(1)(v) https://port
+18159292370,+1 (815) 929-2370,SSA-P1-TexasFraud (GovtImpers),1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 11/30/2021 11/29/2021 8159292370 SSA-P1-TexasFraud (GovtImpers) attachments/576036 § 310.4(b)(1)(v) https://port
+19015938807,+1 (901) 593-8807,SSA-P1-TexasFraud (GovtImpers),1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 11/30/2021 11/29/2021 9015938807 SSA-P1-TexasFraud (GovtImpers) attachments/576031 § 310.4(b)(1)(v) https://port
+13043928774,+1 (304) 392-8774,SSA-P1-TexasFraud (GovtImpers),1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 11/30/2021 11/29/2021 3043928774 SSA-P1-TexasFraud (GovtImpers) attachments/576030 § 310.4(b)(1)(v) https://port
+12547282665,+1 (254) 728-2665,SSA-P1-TexasFraud (GovtImpers),1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 11/30/2021 11/29/2021 2547282665 SSA-P1-TexasFraud (GovtImpers) attachments/576026 § 310.4(b)(1)(v) https://port
+12703642822,+1 (270) 364-2822,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 11/30/2021 11/27/2021 2703642822 Amazon-AuthorizeOrder attachments/574729 § 310.4(b)(1)(v) https://portal.traceb
+12033350155,+1 (203) 335-0155,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 11/29/2021 11/27/2021 2033350155 Amazon-AuthorizeOrder attachments/574745 § 310.4(b)(1)(v) https://portal.traceb
+16065590191,+1 (606) 559-0191,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 11/29/2021 11/27/2021 6065590191 Amazon-AuthorizeOrder attachments/574728 § 310.4(b)(1)(v) Page 5 of 9 https://p
+16018790960,+1 (601) 879-0960,SSA-P1-TexasFraud (GovtImpers),1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,of 9 https://portal.tracebacks.org/api/public/ 16 C.F.R. 11/29/2021 11/22/2021 6018790960 SSA-P1-TexasFraud (GovtImpers) attachments/568816 § 310.4(b)(1)(v) https://port
+19784662714,+1 (978) 466-2714,SSA-P1-TexasFraud (GovtImpers),1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 11/23/2021 11/22/2021 9784662714 SSA-P1-TexasFraud (GovtImpers) attachments/568840 § 310.4(b)(1)(v) https://port
+17323173890,+1 (732) 317-3890,SSA-P1-TexasFraud (GovtImpers),1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 11/23/2021 11/22/2021 7323173890 SSA-P1-TexasFraud (GovtImpers) attachments/568836 § 310.4(b)(1)(v) https://port
+15859782860,+1 (585) 978-2860,SSA-P1-TexasFraud (GovtImpers),1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 11/23/2021 11/19/2021 5859782860 SSA-P1-TexasFraud (GovtImpers) attachments/568834 § 310.4(b)(1)(v) https://port
+13348636281,+1 (334) 863-6281,SSA-P1-TexasFraud (GovtImpers),1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 11/23/2021 11/22/2021 3348636281 SSA-P1-TexasFraud (GovtImpers) attachments/568829 § 310.4(b)(1)(v) https://port
+19164294803,+1 (916) 429-4803,SSA-P1-TexasFraud (GovtImpers),1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 11/23/2021 11/22/2021 9164294803 SSA-P1-TexasFraud (GovtImpers) attachments/568828 § 310.4(b)(1)(v) https://port
+15024822639,+1 (502) 482-2639,SSA-P1-TexasFraud (GovtImpers),1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 11/16/2021 11/15/2021 5024822639 SSA-P1-TexasFraud (GovtImpers) attachments/560654 § 310.4(b)(1)(v) https://port
+18504611652,+1 (850) 461-1652,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 11/16/2021 11/11/2021 8504611652 Amazon-AuthorizeOrder attachments/557673 § 310.4(b)(1)(v) https://portal.traceb
+12672059488,+1 (267) 205-9488,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 11/15/2021 11/11/2021 2672059488 Amazon-AuthorizeOrder attachments/557680 § 310.4(b)(1)(v) https://portal.traceb
+13303192430,+1 (330) 319-2430,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 11/12/2021 11/11/2021 3303192430 Amazon-AuthorizeOrder attachments/557674 § 310.4(b)(1)(v) Page 6 of 9 https://p
+16179052419,+1 (617) 905-2419,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,6 of 9 https://portal.tracebacks.org/api/public/ 16 C.F.R. 11/4/2021 11/3/2021 6179052419 Amazon-AuthorizeOrder attachments/549506 § 310.4(b)(1)(v) https://portal.traceb
+19413764668,+1 (941) 376-4668,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 11/4/2021 11/3/2021 9413764668 Amazon-AuthorizeOrder attachments/549504 § 310.4(b)(1)(v) https://portal.traceb
+12024841954,+1 (202) 484-1954,Legal-Enforcement-Notice,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 11/1/2021 10/29/2021 2024841954 Legal-Enforcement-Notice attachments/544713 § 310.4(b)(1)(v) https://portal.tra
+12319383715,+1 (231) 938-3715,Legal-Enforcement-Notice,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 11/1/2021 10/29/2021 2319383715 Legal-Enforcement-Notice attachments/544702 § 310.4(b)(1)(v) https://portal.tra
+14846723100,+1 (484) 672-3100,SSA-P1-TexasFraud (GovtImpers),1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 10/29/2021 10/28/2021 4846723100 SSA-P1-TexasFraud (GovtImpers) attachments/543078 § 310.4(b)(1)(v) https://port
+16789150418,+1 (678) 915-0418,SSA-P1-TexasFraud (GovtImpers),1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 10/29/2021 10/28/2021 6789150418 SSA-P1-TexasFraud (GovtImpers) attachments/543076 § 310.4(b)(1)(v) https://port
+14846756411,+1 (484) 675-6411,SSA-P1-TexasFraud (GovtImpers),1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 10/29/2021 10/28/2021 4846756411 SSA-P1-TexasFraud (GovtImpers) attachments/543074 § 310.4(b)(1)(v) https://port
+13343442245,+1 (334) 344-2245,Legal-Consequences,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 10/29/2021 10/26/2021 3343442245 Legal-Consequences attachments/539383 § 310.4(b)(1)(v) https://portal.traceback
+19548542208,+1 (954) 854-2208,Legal-Consequences,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 10/27/2021 10/26/2021 9548542208 Legal-Consequences attachments/539399 § 310.4(b)(1)(v) https://portal.traceback
+12036681801,+1 (203) 668-1801,Legal-Consequences,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 10/27/2021 10/26/2021 2036681801 Legal-Consequences attachments/539381 § 310.4(b)(1)(v) https://portal.traceback
+19545293739,+1 (954) 529-3739,Legal-Enforcement-Notice,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 10/5/2021 10/4/2021 9545293739 Legal-Enforcement-Notice attachments/491057 § 310.4(b)(1)(v) https://portal.tra
+19546544475,+1 (954) 654-4475,Legal-Enforcement-Notice,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 10/5/2021 10/4/2021 9546544475 Legal-Enforcement-Notice attachments/491055 § 310.4(b)(1)(v) https://portal.tra
+15027276386,+1 (502) 727-6386,Legal-Enforcement-Notice,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 10/5/2021 10/4/2021 5027276386 Legal-Enforcement-Notice attachments/491041 § 310.4(b)(1)(v) Page 7 of 9 https:
+12169052194,+1 (216) 905-2194,Legal-Enforcement-Notice,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,7 of 9 https://portal.tracebacks.org/api/public/ 16 C.F.R. 9/30/2021 9/28/2021 2169052194 Legal-Enforcement-Notice attachments/482012 § 310.4(b)(1)(v) https://portal.tra
+12169737736,+1 (216) 973-7736,Legal-Enforcement-Notice,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 9/30/2021 9/28/2021 2169737736 Legal-Enforcement-Notice attachments/482009 § 310.4(b)(1)(v) https://portal.tra
+16512428914,+1 (651) 242-8914,Legal-Enforcement-Notice,1,1,0,no,pdf:pointofnoentry-greatchoicecdletter_0.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 9/30/2021 9/28/2021 6512428914 Legal-Enforcement-Notice attachments/482008 § 310.4(b)(1)(v) https://portal.tra
