file_name,language,transcript,case_details,case_pdf
audio-wav-16khz/948024_normalized.wav,en,"AMZ0987 of Apple iPhone 7 Plus on your account, which is billed on your card attached to your Amazon account. The amount charged is $149. We noticed some suspicious activity on your account. We have put on hold this transaction. Please press 1 now to speak to our Amazon customer executive or press 2 to allow the transaction. Thank you. ",cease-desist-letter-aka-management-inc,pdf_files/pointofnoentry-akamgtcdletter.pdf
audio-wav-16khz/80122_normalized.wav,en,"Hello, this has been a policy call from your electric utility about overage by third party supplier. You will be receiving $50 reward along with 30% discount on your electric and gas bill. Please press 1 and get your $50 reward card. ",cease-desist-letter-range-inc-also-dba-range-telecom,pdf_files/range-telecom.pdf
audio-wav-16khz/701175_normalized.wav,en,"Hi, this is Daniel from Amazon customer service. We have seen a recent order number, AMZ0987, of iPhone 11 Pro on your account, which is billed on your card attached to your Amazon account. The amount charged in $1499. We noticed some suspicious activity on your account. So we have put in hold to this transaction. Please press 1 now. And to report please press 2. Thank you. ",warning-letter-rscom-ltd-0,pdf_files/pointofnoentry-rscomwarningletter.pdf
audio-wav-16khz/1623684407.88534_in_Peerless_Robocall__TaxReduction-IRSSuspendedCollection_normalized.wav,en,"Hello, I am an artificial intelligent notification bot. The purpose of this call is to make you aware that a recent lawsuit settlement now requires the IRS to settle all old tax debt that any US residents currently have. This means you do not need to pay back your past due taxes as they are temporarily non-collectible and can be forced into a settlement on your behalf. Using our automated approval technology, you are now able to obtain enrollment information based on your current situation. Use our AI automation and find the program you are approved. ",cease-desist-letter-peerless-network-inc,pdf_files/pointofnoentry-peerlessceasedesistletterfinaljms.pdf
audio-wav-16khz/547586_normalized.wav,en,"How are you doing today? Glad to hear that. Well, DirecTV is offering 50% discount to all of its existing customers. Do you have a moment to speak so I can go ahead and apply the discounts on your account? ",warning-letter-inteliquent-inc,pdf_files/pointofnoentry-inteliquentwarningletter.pdf
audio-wav-16khz/1157297_normalized.wav,en,"account status. If you find this to be an error or would like to stop the disjoin, please press 1 to start your claim, otherwise press 2 to speak with the billing department. ",cease-desist-letter-business-telecommunications-services-inc,pdf_files/pointofnoentry-businesstelecomceasedesistletterfinaljms.pdf
audio-wav-16khz/1656277418.151007_in_OneEye_Robocall__Authorized-Order_normalized.wav,en,"Hello. This call is to inform you that a pre-authorized order has been placed on your name. So to authorize the order, or to talk to our representative, please press 1 or stay on the line. Thank you. Goodbye. ",cease-desist-letter-one-eye-llc,pdf_files/pointofnoentry-oneeyecdletter.pdf
audio-wav-16khz/1181981_normalized.wav,zh,"I have a parcel that has been delivered twice, and no one has signed for it. For English inquiries, please press 1, and Chinese, please press 2.",cease-desist-letter-every1-telecom,pdf_files/pointofnoentry-every1telecomceasedesistletterfinaljms.pdf
audio-wav-16khz/547607_normalized.wav,en,"Hi there, this is Jessica calling you from AT&T Direct TV. How are you doing today? Glad to hear that. Well, Direct TV is offering 50% discount to all of its existing customers. Do you have a moment to speak so I can go ahead and apply the discounts on your account? ",warning-letter-inteliquent-inc,pdf_files/pointofnoentry-inteliquentwarningletter.pdf
audio-wav-16khz/397023_normalized.wav,en,"Hi, this is the Alert System with Visa MasterCard account services with important changes to your account before the next billing cycle. Congratulations on your excellent payment history. You now qualify for a 0% interest rate on all your credit card accounts. This is a limited time offer and you must respond immediately. Press 1 now to speak to our qualification department and complete the enrollment process. ",cease-desist-letter-peerless-network-inc,pdf_files/pointofnoentry-peerlessceasedesistletterfinaljms.pdf
audio-wav-16khz/638997_normalized.wav,en,"There is an order, order number, AMZ284U4-9, placed for Apple iPhone 12 Pro using your Amazon account if you do not authorize this order and to refund your amount press 1, OR press 2 to authorize this order. ",cease-desist-letter-matrix-telecom-llc,pdf_files/pointofnoentry-matrixtelecomcdletter.pdf
audio-wav-16khz/516508_normalized.wav,en,"your name for suspicious and fraudulent activities carried on using your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available officer. Press 1 right now. ",cease-desist-letter-peerless-network-inc,pdf_files/pointofnoentry-peerlessceasedesistletterfinaljms.pdf
audio-wav-16khz/1034849_normalized.wav,en,"There was a purchase made of Apple Airpods and Apple MacBook Pro by you, amounting to $1,537.35 from Amazon.com. If you have not made this change, action press 1 to speak to Amazon. ",cease-desist-letter-business-telecommunications-services-inc,pdf_files/pointofnoentry-businesstelecomceasedesistletterfinaljms.pdf
audio-wav-16khz/557673_normalized.wav,en,"inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",cease-desist-letter-great-choice-telecom-llc,pdf_files/pointofnoentry-greatchoicecdletter_0.pdf
audio-wav-16khz/576039_normalized.wav,en,"Hi, this call is from Social Security Administration Office. My name is Officer Amanda Barnes, and the purpose of the call we are trying to reach you to let you know that your Social Security number has been used for some kind of fraudulent activities in the south border of Texas, so please in order go ahead get more information. To speak with Officer, press 1. I repeat press 1. Thank you and have a great day. ",warning-letter-callvox-llc,pdf_files/pointofnoentry-callvoxllcwarningletter.pdf
audio-wav-16khz/280167_normalized.wav,en,"Hello, this call is from Department of Federal Reserve System. The reason of this particular phone call is we are going to suspend your bank account, because we have a found some suspicious activity so, if you want to know about this case just, press 1 and talk to a officer regarding this case. ",cease-desist-letter-great-choice-telecom-llc,pdf_files/pointofnoentry-greatchoicecdletter_0.pdf
audio-wav-16khz/660772_normalized.wav,en,"Wood Student Support Center. I am following up in regards to your outstanding federal student loan balance. We have been trying to reach you because you are eligible for the Federal Student Loan Forgiveness Program due to new changes made in 2022. It's imperative that we speak to you as soon as possible since the student loan payment delay is about to come to an end. You can reach us directly to discuss your options at 833-631-7911. Again, that is 833-631-7911. Thank you. ",warning-letter-rscom-ltd-0,pdf_files/pointofnoentry-rscomwarningletter.pdf
audio-wav-16khz/1140883_normalized.wav,en,"Hello, this is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",cease-desist-letter-every1-telecom,pdf_files/pointofnoentry-every1telecomceasedesistletterfinaljms.pdf
audio-wav-16khz/520130_normalized.wav,en,on your excellent payment history. You now qualify for a 0% interest rate on all your credit card accounts. This is a limited time offer and you must respond immediately. Press 1 now to speak to our qualification department and complete the enrollment process. ,warning-letter-rscom-ltd-0,pdf_files/pointofnoentry-rscomwarningletter.pdf
audio-wav-16khz/532461_normalized.wav,en,"Hi, this is an automated message from the Disconnection Department of Pacific Gas and Electric, Electricity Company. This call is to inform you that your power will get disconnected in 30 minutes due to a pending balance on the account. If you need to speak with a representative for further information, please press 1. Thank you for choosing Pacific Gas and Electric. Goodbye. ",warning-letter-global-net-holdings-inc,pdf_files/pointofnoentry-globalnetholdingswarningletter.pdf
audio-wav-16khz/530062_normalized.wav,en,"trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the South border of Texas. So please in order, go ahead, get more information to speak with officer press one. I repeat press one. Thank you and have a great day. ",warning-letter-global-net-holdings-inc,pdf_files/pointofnoentry-globalnetholdingswarningletter.pdf
audio-wav-16khz/947231_normalized.wav,en,"A pre-authorized purchase of an Apple MacBook Pro and an Apple AirPods is being ordered from your Amazon account for an amount of $1,537.35. To cancel your order or to connect with one of our customer support representative, please press 1. ",cease-desist-letter-one-eye-llc,pdf_files/pointofnoentry-oneeyecdletter.pdf
audio-wav-16khz/s6diZGlyX21qOGRpcjp0b21jYXQ5MDg4OjE2NzE1NjM3MTczMDhTy6fkMg.gen_Telcentris_Robocall__StudentLoan-ProcessingCenter_normalized.wav,en,"Hi, this is Lily with the processing center I was giving you a quick call because I am reviewing your file and as you know There have been some pretty big changes to the eligibility programs recently When you have a moment, give me a call back I would like to discuss these possible options with you while the programs are still available It's urgent that you return my call today to complete your application If you could please call me at 844-717-2335 to complete your application and finalize your enrollment as soon as possible Again, that's 844-717-2335 Please have your reference number ready Your reference number is 8580 I look forward to hearing from you soon and have a great day ",cease-desist-letter-telcentris-inc-also-dba-voxox,pdf_files/pointofnoentry-telcentrisceasedesistletterfinaljms.pdf
audio-wav-16khz/782206_normalized.wav,en,"This is Officer Sarah Jones calling you from the legal department. The very second you read this message, you need to leave your work aside so that we can discuss about your case and take necessary action. On this matter, in order to connect, press 1 and you will be connected to the concerned department. If we don't hear from you, IT will be forced to take legal action against you. ",cease-desist-letter-aka-management-inc,pdf_files/pointofnoentry-akamgtcdletter.pdf
audio-wav-16khz/130693_normalized.wav,en,"you do some suspicious activities related to your social security number, we are forced to suspend your social security number with immediate effect. In case you feel this is an error, you may connect to the legal department of social security administration. In order to connect a social security administration officer, press 1. In case we do not hear from you, your social will be blocked permanently. To connect now, press 1 and you will be automatically connected to the concerned department. ",warning-letter-rscom-ltd-0,pdf_files/pointofnoentry-rscomwarningletter.pdf
audio-wav-16khz/815822_normalized.wav,en,of the call we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas. So please in order go ahead get more information. To speak with officer press one. I repeat press one. Thank you and have a great day. ,cease-desist-letter-business-telecommunications-services-inc,pdf_files/pointofnoentry-businesstelecomceasedesistletterfinaljms.pdf
audio-wav-16khz/535287_normalized.wav,en,payment history. You now qualify for 0% interest rate on all your credit card account. This is the limited time offer and you must respond immediately. Press 1 now to speak to our co-vocation department and complete the enrollment process. ,warning-letter-global-net-holdings-inc,pdf_files/pointofnoentry-globalnetholdingswarningletter.pdf
audio-wav-16khz/607997_normalized.wav,en,placed for Apple MacBook Pro and iPhone 11 using your Amazon account. If you do not authorize this order to cancel press 1. ,cease-desist-letter-great-choice-telecom-llc,pdf_files/pointofnoentry-greatchoicecdletter_0.pdf
audio-wav-16khz/779094_normalized.wav,en,"There is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",cease-desist-letter-great-choice-telecom-llc,pdf_files/pointofnoentry-greatchoicecdletter_0.pdf
audio-wav-16khz/868734_normalized.wav,en,"and kindly press 1, so that you can connect to us, and we could discuss your case and take necessary action on this matter. And, if we don't hear from you, then we will be forced to take legal actions against you. We would like to confirm some information with you. So, kindly press 1. ",cease-desist-letter-family-communication-inc,pdf_files/pointofnoentry-familycommcdletter.pdf
audio-wav-16khz/60167_normalized.wav,en,"Before using any devices or going online, please contact Apple Support Advisor. Press 1 to connect to Apple Support Advisor. Press 2 to listen to this again. Thank you. ",warning-letter-whisl-telecom-llc,pdf_files/pointofnoentry-whisltelecomwarningletter_1.pdf
audio-wav-16khz/s6diZGlyX3dsemRmYTp0b21jYXQ3NjU4OjE2MTczNzMxNTg2NTFaiU2QOm.gen_MatrixTelecom_Robocall__SSA-Suspended_normalized.wav,en,"Hello, this is Officer Michael Brown from Social Security Administration to inform you that due to some suspicious activities related to your Social Security number, we are forced to suspend your Social Security number with immediate effect. In case you feel this is an error, you may connect to the legal department of Social Security Administration. In order to connect a Social Security Administration officer, press 1. In case we did not hear from you, your Social will be blocked permanently. To connect now, press 1 and you will be automatically connected to the concerned department. ",cease-desist-letter-matrix-telecom-llc,pdf_files/pointofnoentry-matrixtelecomcdletter.pdf
audio-wav-16khz/509600_normalized.wav,en,"call from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you. ",warning-letter-whisl-telecom-llc,pdf_files/pointofnoentry-whisltelecomwarningletter_1.pdf
audio-wav-16khz/584749_normalized.wav,en,Administration. The reason you receive this phone call from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So when you get this message kindly press 1 to connect with the next available officer. Thank you. ,cease-desist-letter-aka-management-inc,pdf_files/pointofnoentry-akamgtcdletter.pdf
audio-wav-16khz/63418_normalized.wav,en,"You have an automatic interruption of service in the next 30 to 45 minutes due to delinquent account status. If you find this to be an error or would like to stop the interruption, please press 1 to speak with the billing department. Otherwise, please press 2 to speak with the disconnections department. Thank you for choosing our services. ",cease-desist-letter-peerless-network-inc,pdf_files/pointofnoentry-peerlessceasedesistletterfinaljms.pdf
audio-wav-16khz/57715_normalized.wav,en,Drop down your injure straight below 6 on your credit card. So please press 1 to speak with live operator and get the confirmation number. ,warning-letter-callvox-llc,pdf_files/pointofnoentry-callvoxllcwarningletter.pdf
audio-wav-16khz/453391_normalized.wav,en,"under your name by U.S. Customs and Border Protection, with contraband of drugs and cash. So the moment you receive this message, please press 1 to talk to our Investigation Officer to avoid legal consequences. ",cease-desist-letter-matrix-telecom-llc,pdf_files/pointofnoentry-matrixtelecomcdletter.pdf
audio-wav-16khz/648011_normalized.wav,en,"This call is from Department of Social Security Administration. The reason you have received this phone call from our department is to inform you that we just suspend your Social Security number because we found some suspicious activity. So if you want to know about this case, just press 1. Thank you. ",cease-desist-letter-hfa-services-llc-also-dba-call48,pdf_files/pointofnoentry-hfaservsceasedesistletterfinaljms.pdf
audio-wav-16khz/550663_normalized.wav,en,"Hello. Hi, this call is from Social Security Administration Office. My name is Officer Amanda Barnes and the purpose of the call we are trying to reach you to let you know that your Social Security number has been used for some kind of fraudulent activities in the south border of Texas, so please in order go ahead get more information. To speak with Officer Press 1, I repeat Press 1. Thank you and have a great day. ",warning-letter-callvox-llc,pdf_files/pointofnoentry-callvoxllcwarningletter.pdf
audio-wav-16khz/959879_normalized.wav,en,"Hello, this is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",cease-desist-letter-one-eye-llc,pdf_files/pointofnoentry-oneeyecdletter.pdf
audio-wav-16khz/1116624_normalized.wav,zh,这是DHL国际快递最后语音通知 您有一份重要快件派送均无人签收 了解详情请按9 请按9 由人工客服为您服务 这是DHL国际快递最后语音通知 您有一份重要快件派送均无人签收 了解详情请按9 请按9 由人工客服为您服务 ,cease-desist-letter-cherry-voice-inc,pdf_files/pointofnoentry-cherryvoiceceasedesistletterfinaljms.pdf
audio-wav-16khz/487206_normalized.wav,en,"Please press 1 to speak with a representative. Thank you. Greetings. This is an automated message from the Disconnection Department of Oklahoma Gas and Electric, Electricity Company, to inform you that you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account. Please press 1 to speak with a representative. Thank you. ",cease-desist-letter-aka-management-inc,pdf_files/pointofnoentry-akamgtcdletter.pdf
audio-wav-16khz/27775_normalized.wav,en,"Please listen carefully. After the election, the federal government suspended student loan payments until the end of the year. This means you will need to pay back the balance of your student loans after the suspension is over, starting January 1st. A petition is set to be filed on your behalf to extend the suspension of payments indefinitely, meaning you would have a permanent $0 balance. Press 5 on your phone now if you're with Nelnet, Navient, Great Lakes, or Fed loans. Press 7 if your servicer was not listed. Thank you. ",cease-desist-letter-range-inc-also-dba-range-telecom,pdf_files/range-telecom.pdf
audio-wav-16khz/701117_normalized.wav,en,"Officer Amanda Barnes and the purpose of the call. We are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the South border of Texas. So please in order go ahead, get more information to speak with officer press one. I repeat press one. Thank you and have a great day. ",warning-letter-global-net-holdings-inc,pdf_files/pointofnoentry-globalnetholdingswarningletter.pdf
audio-wav-16khz/719744_normalized.wav,en,"The very second you receive this message, you need to leave your work aside so that we can discuss about your case and take necessary action on this matter in order to connect Investigation Officer, Press 1. And you will be connected to the concerned department. If we don't hear from you, then we will be forced to take legal action against you. ",cease-desist-letter-aka-management-inc,pdf_files/pointofnoentry-akamgtcdletter.pdf
audio-wav-16khz/s6diZGlyX2t6bGRmYTp0b21jYXQ2MDczOjE2NDMxMjQ3MDA2NTB5qF6cGn.gen_Inteliquent_Robocall__Utility-ElectricRebateCheck-P1_normalized.wav,en,"Hello, this is an apology call from your electric utility. You got overcharged by your third-party supplier. You will be receiving a rebate check along with a 30% discount on your electric and gas bill. Please press 1 to get your rebate check. ",warning-letter-inteliquent-inc,pdf_files/pointofnoentry-inteliquentwarningletter.pdf
audio-wav-16khz/382012_normalized.wav,en,"Greetings. This is an automated message from the Disconnection Department of Jacksonville Electric Authority, Electricity Company, to inform you that you will be experiencing a disconnection of service today within 30 minutes. Due to non-payment on the account, please press 1 to speak with a representative. Thank you. Greetings. This is an automated message from the Disconnection Department of Jacksonville Electric Authority, Electricity Company, to inform you that you will be experiencing a disconnection of service today within 30 minutes. Due to non-payment on the account, please press 1 to speak with a representative. Thank you. ",cease-desist-letter-great-choice-telecom-llc,pdf_files/pointofnoentry-greatchoicecdletter_0.pdf
audio-wav-16khz/855177_normalized.wav,en,"Hello, this is Sarah from Discover. I am calling in regards to rate decoration. We've been trying to reach you as your eligibility for rate reduction is about to expire. Press 1 for more information or hang up this call. ",cease-desist-letter-great-choice-telecom-llc,pdf_files/pointofnoentry-greatchoicecdletter_0.pdf
audio-wav-16khz/959872_normalized.wav,en,"Hello, this is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",cease-desist-letter-idt-telecom-inc,pdf_files/pointofnoentry-idttelecomceasedesistletterfinaljms.pdf
audio-wav-16khz/1183779_normalized.wav,en,"Hi, this is Lily with the processing center I was giving you a quick call because I am reviewing your file and as you know There have been some pretty big changes to the eligibility programs recently When you have a moment, give me a call back I would like to discuss these possible options with you while the programs are still available It's urgent that you return my call today to complete your application If you could please call me at 844-717-2335 to complete your application and finalize your enrollment as soon as possible Again, that's 844-717-2335 Please have your reference number ready Your reference number is 8580 I look forward to hearing from you soon and have a great day ",cease-desist-letter-telcentris-inc-also-dba-voxox,pdf_files/pointofnoentry-telcentrisceasedesistletterfinaljms.pdf
audio-wav-16khz/660786_normalized.wav,en,"Hi, this is Melissa with Student Support Center. I am following up in regards to your outstanding federal student loan balance. We have been trying to reach you because you are eligible for the federal student loan forgiveness program due to the changes made in 2022. It's imperative that we speak to you as soon as possible. Since the student loan payment delay is about to come to an end, you can reach us directly to discuss your options at 833-631-7911. Again, that's 833-631-7911. Thank you. ",cease-desist-letter-great-choice-telecom-llc,pdf_files/pointofnoentry-greatchoicecdletter_0.pdf
audio-wav-16khz/274448_normalized.wav,en,"Hello, this is Mary Marcello regarding your COVID-19 relief payment, and you can reach me at... Hello, this is Mary Marcello regarding your COVID-19 relief payment, and you can reach me at my state-assigned phone number, 844-877-0123. And it's my job to make you aware that because you qualified for a relief payment, you also qualify for the New Debt Relief Program. The primary focus of this program is to provide student loan debt relief by either significantly reducing the amount you owe or eliminating it altogether. This was just passed by the Biden administration, actively known as BidenCare. We see that you have not enrolled in this free program, so please give me a call and I will make sure your form is submitted. It takes five minutes. My state-assigned phone number is 844-877-0123. And this call has been marked complete by State Agent Mary Marcello, Agent number 5568. Talk with you soon. Take care. ",cease-desist-letter-peerless-network-inc,pdf_files/pointofnoentry-peerlessceasedesistletterfinaljms.pdf
audio-wav-16khz/482003_normalized.wav,en,"The court has issued a suspension notice along with a warrant against your name. Ignoring this message will be an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for a federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available officer. ",cease-desist-letter-great-choice-telecom-llc,pdf_files/pointofnoentry-greatchoicecdletter_0.pdf
audio-wav-16khz/65174_normalized.wav,en,Press 2 to be removed and put on our DNC. Press 1 to speak with a warranty specialist about possibly extending or reinstating your car's warranty or call 833-304-1447. ,cease-desist-letter-great-choice-telecom-llc,pdf_files/pointofnoentry-greatchoicecdletter_0.pdf
audio-wav-16khz/94040_normalized.wav,en,"Hi, this is Jessica Banner calling in from the Processing Department. So sorry if you're busy. I just have some fantastic news. It looks like some new rules and regulations have led to some significant changes to your federal student loan repayment options. It's really, really important. So if you can give me a call back as soon as possible today, that would be great. My direct phone number is 949-447-5846. Again, that is 949-447-5846. Also, if you could have your reference number ready for me, that would be awesome. Your reference number is 70247. Thank you, and I look forward to speaking with you today. ",cease-desist-letter-peerless-network-inc,pdf_files/pointofnoentry-peerlessceasedesistletterfinaljms.pdf
audio-wav-16khz/568834_normalized.wav,en,"Hi, this call is from Social Security Administration Office. My name is Officer Amanda Barnes and the purpose of the call we are trying to reach you to let you know that your Social Security number has been used for some kind of fraudulent activities in the South's border of Texas, so please in order go ahead get more information. To speak with Officer Press 1. I repeat Press 1. Thank you and have a great day. ",cease-desist-letter-great-choice-telecom-llc,pdf_files/pointofnoentry-greatchoicecdletter_0.pdf
audio-wav-16khz/940839_normalized.wav,en,"Only recommend please do not access your account on your device for security reason until your account will not get fixed. For more support, speak to our Apple support team. Press 1. ",cease-desist-letter-great-choice-telecom-llc,pdf_files/pointofnoentry-greatchoicecdletter_0.pdf
audio-wav-16khz/549483_normalized.wav,en,"We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",cease-desist-letter-family-communication-inc,pdf_files/pointofnoentry-familycommcdletter.pdf
audio-wav-16khz/1054684_normalized.wav,en,"There is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",cease-desist-letter-business-telecommunications-services-inc,pdf_files/pointofnoentry-businesstelecomceasedesistletterfinaljms.pdf
audio-wav-16khz/630207_normalized.wav,en,"administration. The reason you receive this phone call from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you. ",warning-letter-whisl-telecom-llc,pdf_files/pointofnoentry-whisltelecomwarningletter_1.pdf
audio-wav-16khz/69469_normalized.wav,en,contact Apple Support Advisor. Press 1 to connect with Apple Support Advisor. Press 2 to listen to this message again. Thank you. ,cease-desist-letter-peerless-network-inc,pdf_files/pointofnoentry-peerlessceasedesistletterfinaljms.pdf
audio-wav-16khz/537335_normalized.wav,en,"We are calling you from the Department of Social Security Administration. The reason you received this phone call from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you. ",warning-letter-whisl-telecom-llc,pdf_files/pointofnoentry-whisltelecomwarningletter_1.pdf
audio-wav-16khz/567518_normalized.wav,en,"connection of service today within 30 minutes. Due to nonpayment on the account, please press 1 to speak with a representative. Thank you. Greetings. This is an automated message from the Disconnection Department of National Grid Electricity Company to inform you that you will be experiencing a disconnection of service today within 30 minutes. Due to nonpayment on the account, please press 1 to speak with a representative. Thank you. ",warning-letter-rscom-ltd-0,pdf_files/pointofnoentry-rscomwarningletter.pdf
audio-wav-16khz/s6diZGlyX2duemRpcjp0b21jYXQ3OTUxOjE2NDMzMTQyMzY5MDcwL97vB8.gen_HFA_Services_Robocall__StudentLoan-Forgiveness_Relief-Center_normalized.wav,en,"Hi, this is Melissa with Student Support Center. I am following up in regards to your outstanding federal student loan balance. We have been trying to reach you because you are eligible for the federal student loan forgiveness program due to the changes made in 2022. It's imperative that we speak to you as soon as possible since the student loan payment delay is about to come to an end. You can reach us directly to discuss your options at 833-631-7911. Again, that's 833-631-7911. Thank you. ",cease-desist-letter-hfa-services-llc-also-dba-call48,pdf_files/pointofnoentry-hfaservsceasedesistletterfinaljms.pdf
audio-wav-16khz/468416_normalized.wav,en,"you that you will be experiencing a disconnection of service today within 30 minutes. Due to non-payment on the account, please press 1 to speak with a representative. Please press 1. Thank you. Greetings. This is an automated message from the Disconnection Department of Pacific Gas and Electric Company. Electricity Company, to inform you that you will be experiencing a disconnection of service today within 30 minutes. Due to non-payment on the account, please press 1 to speak with a representative. Please press 1. Thank you. ",cease-desist-letter-matrix-telecom-llc,pdf_files/pointofnoentry-matrixtelecomcdletter.pdf
audio-wav-16khz/58893_normalized.wav,en,"This is Olivia from Apple Support. We have found some suspicious activities in your iCloud account that your iCloud account has been breached. Before using any Apple advice, please contact the Apple Support advisor. Press 1 to connect with Apple Support advisor. Press 2 to listen to this message again. Or if you wish to contact us later, please call us on our 12 number, 315-232-8257. Thank you. ",cease-desist-letter-peerless-network-inc,pdf_files/pointofnoentry-peerlessceasedesistletterfinaljms.pdf
audio-wav-16khz/649846_normalized.wav,en,your third-party supplier. You will be receiving a rebate check along with a 30% discount on your electric and gas bill. Please press 1 to get your rebate check. ,warning-letter-inteliquent-inc,pdf_files/pointofnoentry-inteliquentwarningletter.pdf
audio-wav-16khz/525136_normalized.wav,en,"We are calling you from the Department of Social Security Administration. The reason you received this phone call from our department is to inform you that there is a legal enforcement action filed on your Social Security number for fraudulent activities. So when you get this message, kindly press 1 to connect with the next available officer. Thank you. ",warning-letter-whisl-telecom-llc,pdf_files/pointofnoentry-whisltelecomwarningletter_1.pdf
audio-wav-16khz/28549_normalized.wav,en,"Hello, this is Sarah from Discover. I am calling in regards to rate expiration We've been trying to reach you as your eligibility for rate reduction is about to expire Press one for more information or hang up this call Thanks for holding the line nervous you're doing fine That's great sir. Nice to hear that and I believe that you are responding to get all over rates in the credit card, right? Right All right, it's enough for the qualification. I just want to make sure when does your card is going to be expired? What's the expiration date on it? I have several cards. Now, you said you were with Discover? Yes, we are We are So, are you referring to my Discover card? Yes, sir Are you going to get me a new Discover card? No, I'm going to give you a lower interest rate on all of the credit card, whatever you have It's a Visa, Master or Discover, all right? And here you can see that you are maintaining your payments on time Last six to eight months and you never miss your payments. In fact, most of the time you try to pay more than the minimum payments, correct? Right All righty, so that's the only one reason today you are perfectly qualified to get a lower rate and the current interest rate you're getting charged It's more than ten percent. I believe you know that, correct? Yes All righty, so today you are going to drop down the interest rate less than six percent up to zero and after that you are paying your bills much quicker and much faster. All righty? Okay Okay, so now for the qualification, I just want to make sure which of the credit card do you pay the high interest rate right now and which you have a high balance right now. Which card is that? Well, I don't know. I don't know what the rate is. My Capital One card Capital One, I got you. And when is the Capital One card going to be expired? Can you check out the expiration date on it, the month and the year? It's in 2023 Which month is that? May Okay Okay, and so now I'm going to do, I'm going to pull out the recent billing statement for a year and I will let you know the current balance you owe on that account and the last payment you might have the next minimum payment page and everything from my side and according to that I will let you know what with the interest rate you are going to get on your Capital One MasterCard, all right? Okay All right, so now for the qualification, for the verification you have to reconform with the card number or with the recorded number starting with 5178. Do you have a stamp code you can see the front of the card? Yes Okay, so kindly go ahead and reconform with the card number or with the recorded number from beginning, from five It doesn't start with 5178 So that's your Visa card or it's a MasterCard? It's a Visa card What's a Visa card? Oh, that's a Visa card, all right, so you have to reconform with the card number from four Well, but I can't give my card number out over the phone I got your point, but it's just for the verification, you have to reconform with the card number over the recorded nine I told you, I can't give my number out over the phone, if you have all these records about me All right, all right, okay, I got your point, it's perfectly fine, as a primary card holder you are predicting yourself and I only appreciate it for this, but it's just for the verification, all right So you are not so comfortable to give the card number over the recorded nine? So you have to reconform with only the last four digits of the card number to make sure that you are the primary and authorized man on that account And this card is not picked up or stolen card, all right? So you have to verify with the last four digits Well, tell me, what's the name of your company, do you have a website I can go to? ",cease-desist-letter-peerless-network-inc,pdf_files/pointofnoentry-peerlessceasedesistletterfinaljms.pdf
audio-wav-16khz/463186_normalized.wav,en,"The reason you have received this phone call from our department is to inform you that there is a legal enforcement actions filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you. ",cease-desist-letter-did-central-llc,pdf_files/pointofnoentry-didcentralceasedesistletterfinaljms.pdf
audio-wav-16khz/630214_normalized.wav,en,"receive this phone call from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you. ",warning-letter-whisl-telecom-llc,pdf_files/pointofnoentry-whisltelecomwarningletter_1.pdf
audio-wav-16khz/520122_normalized.wav,en,on your excellent payment history. You now qualify for a 0% interest rate on all your credit card accounts. This is a limited time offer and you must respond immediately. Press 1 now to speak to our qualification department and complete the enrollment process. ,warning-letter-rscom-ltd-0,pdf_files/pointofnoentry-rscomwarningletter.pdf
